,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
1685,data/parsed/22/wsj_2210.mrg|32|55,"Yet yesterday 's market cropped Dresdner 's share price by 33 marks to 309 marks a share , leaving [ little incentive ] for investors to subscribe to the standing price unless the market recovers quickly .",incentive,sg,NN,[u'rational_motive.n.01'],,NP,[],['JJ'],False,[],"['for', u'investor']",['little'],"[',', u'leave']",A,ZERO
1741,data/parsed/22/wsj_2210.mrg|43|40,"`` When Wall Street turned around shortly after the opening , there was [ panic buying ] in Paris . ''",panic,sg,NN,[u'fear.n.01'],,VP,['VBG'],[],False,[u'buy'],"['in', 'Paris']",[],"['there', u'be']",A,ZERO
1796,data/parsed/22/wsj_2211.mrg|7|14,"George M. Salem , [ analyst ] at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''",analyst,sg,NN,[u'expert.n.01'],,NP,[],[],False,[],"['at', 'Prudential-Bache']",[],"['Salem', ',']",A,ZERO
1861,data/parsed/22/wsj_2211.mrg|18|42,"NCNB Corp. 's net income more than doubled in the period , largely because of [ continued strong performance ] by the bank 's Texas operations .",performance,sg,NN,[u'show.n.03'],,NP,[],"['VBN', 'JJ']",False,[],['by'],"[u'continue', 'strong']","['because', 'of']",A,ZERO
2069,data/parsed/22/wsj_2212.mrg|1|80,LIN Broadcasting Corp. said it wo n't take a position on a revised tender offer by McCaw Cellular Communications Inc. to buy LIN and has asked for [ clarification ] of the offer .,clarification,sg,NN,[u'interpretation.n.03'],,NP,[],[],False,[],['of'],[],"[u'ask', 'for']",A,ZERO
2103,data/parsed/22/wsj_2212.mrg|6|58,The LIN board said holders may be misled by the provision in the McCaw proposal that `` guarantees '' [ private market value ] after five years for the remaining shares .,value,sg,NN,[u'numerical_quantity.n.01'],,VP,[],"['JJ', 'NN']",False,[],"['after', 'five']","['private', 'market']","[u'guarantee', ""''""]",A,ZERO
2288,data/parsed/22/wsj_2215.mrg|2|55,"To spend a carefree , idle day , When duty calls , to pay no heed , To [ while ] the precious hours away -- Character is what you need .",while,sg,NN,[u'time.n.03'],,NP,[],[],False,[],['precious'],[],"[',', 'To']",A,ZERO
2297,data/parsed/22/wsj_2215.mrg|5|57,The guy who throws an intercept 'Cause his receiver slips Should somehow be advised that we At [ home ] can read his lips .,home,sg,NN,[u'residence.n.01'],,PP,[],[],False,[],"['can', 'read']",[],"['we', 'At']",A,ZERO
2719,data/parsed/22/wsj_2222.mrg|20|10,"It is [ time ] to recognize that the New York Stock Exchange , the futures markets and the options markets , though physically separate , have actually become so closely intertwined as to constitute one market effectively .",time,sg,NN,[u'case.n.01'],,NP,[],[],False,[],"['to', 'recognize']",[],"['It', u'be']",A,ZERO
2744,data/parsed/22/wsj_2222.mrg|25|10,It 's [ time ] for the exchanges and the Securities and Exchange Commission to agree on joint conditions for halting trading or staying open .,time,sg,NN,[u'case.n.01'],,NP,[],[],True,[],['for'],[],"['It', ""'s""]",A,ZERO
2769,data/parsed/22/wsj_2222.mrg|29|22,The rules should be established by [ agreement ] of the officials of all affected exchanges acting under the oversight and with the approval of the government regulatory agencies .,agreement,sg,NN,[u'statement.n.01'],,NP,[],[],False,[],['of'],[],"[u'establish', 'by']",A,ZERO
2848,data/parsed/22/wsj_2223.mrg|4|36,"FMC Corp. and Baxter International say unions also wo n't like [ plant relocations and needed restructuring , ] which means layoffs .",restructuring,sg,NN,,,NP,"[',']","['NN', 'NNS', 'CC', 'JJ']",False,"[',']","['which', u'mean']","['plant', u'relocation', 'and', 'needed']","[""n't"", 'like']",A,ZERO
2878,data/parsed/22/wsj_2223.mrg|9|40,"The players were heckled by a patron during a July 4 , 1988 , [ game ] with the Martinsville Phillies .",game,sg,NN,[u'activity.n.01'],,NP,[],[],False,[],['with'],[],"['<number>', ',']",A,ZERO
2937,data/parsed/22/wsj_2223.mrg|19|27,"Over a third of 618 hospitals surveyed by [ consultant ] Hewitt Associates use a `` clinical ladder , '' basing advancement on performance and education .",consultant,sg,NN,[u'authority.n.03'],,PP,[],[],False,[],"['Hewitt', 'Associates']",[],"[u'survey', 'by']",A,ZERO
2987,data/parsed/22/wsj_2223.mrg|28|20,"CURBING WAGE BOOSTS will get [ high priority ] again in 1990 collective bargaining , a Bureau of National Affairs survey of 250 companies with pacts expiring next year indicates S .",priority,sg,NN,[u'high_status.n.01'],,VP,[],['JJ'],False,[],"['again', 'in']",['high'],"['will', 'get']",A,ZERO
3050,data/parsed/22/wsj_2223.mrg|38|83,"Goodrich wo n't ensure loss coverage , but will prevent a `` catastrophic loss '' ; it has given some employees the full purchase price when values fell from [ concern ] over dangers posed by a disposal site .",concern,sg,NN,[u'interest.n.01'],,NP,[],[],False,[],"['over', u'danger']",[],"['fell', 'from']",A,ZERO
3081,data/parsed/22/wsj_2224.mrg|1|70,"Yesterday was , in the words of New York Stock Exchange Chairman John J. Phelan Jr. , just your `` reasonably normal , 400 million-share , up [ 88-points day . '' ]",day,sg,NN,[u'time_unit.n.01'],,ADVP,"['.', ""''""]",['CD'],False,"['.', ""''""]",[],['88-points'],"[',', 'up']",A,ZERO
3107,data/parsed/22/wsj_2224.mrg|6|65,"Prices for the 416.3 million shares that changed hands during the session were carried on the exchange 's trading tape with [ barely a delay , ] officials said S .",delay,sg,NN,[u'pause.n.01'],,PP,"[',']",['RB'],False,"[',']","[u'official', u'say']",['barely'],"['tape', 'with']",A,ZERO
3196,data/parsed/22/wsj_2225.mrg|9|42,"And the chain is testing products that are n't fried , such as `` [ char-grilled '' chicken , ] to try to win health-conscious consumers .",chicken,sg,NN,[u'poultry.n.02'],,PP,"[',']","['JJ', ""''""]",True,"[',']","['to', 'try']","['char-grilled', ""''""]","['as', '``']",A,ZERO
3320,data/parsed/22/wsj_2225.mrg|37|27,"That does n't thrill Procter & Gamble Co. , [ maker ] of Cascade dishwasher detergent .",maker,sg,NN,[u'creator.n.02'],,NP,[],[],False,[],"['of', 'Cascade']",[],"['Co.', ',']",A,ZERO
3435,data/parsed/22/wsj_2227.mrg|3|50,"Kent Colton , NAHB executive vice president , argues that the U.S. faces a multifaceted housing crisis -- [ reduced affordability ] of homes for first-time buyers , increased homelessness , and lower apartment construction rates -- that will be `` very difficult '' to solve `` without expanded federal resources . ''",affordability,sg,NN,,,NP,[],['JJ'],False,[],"['of', u'home']",['reduced'],"['crisis', '--']",A,ZERO
3484,data/parsed/22/wsj_2227.mrg|13|14,"Moreover , explains one [ HUD official , ] the NAHB remains susceptible to internal pressure from members that specialize in subsidized production .",official,sg,NN,[u'skilled_worker.n.01'],,SINV,"[',']",['NNP'],False,"[',']",['NAHB'],['HUD'],"[u'explain', 'one']",A,ZERO
3938,data/parsed/22/wsj_2229.mrg|42|12,"Mr. Jarrell , [ former top economist ] at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .",economist,sg,NN,[u'social_scientist.n.01'],,NP,[],"['JJ', 'JJ']",False,[],['at'],"['former', 'top']","['Jarrell', ',']",A,ZERO
4215,data/parsed/22/wsj_2230.mrg|46|12,"`` It 's [ pure psychology , '' ] said William Au Yeung , an account executive for Drexel Burnham Lambert -LRB- HK -RRB- Ltd. in Hong Kong .",psychology,sg,NN,[u'science.n.01'],,VP,"[',', ""''""]",['JJ'],False,"[',', ""''""]","[u'say', 'William']",['pure'],"['It', ""'s""]",A,ZERO
4472,data/parsed/22/wsj_2231.mrg|22|82,He can spend the legal maximum for his campaign ; all the spending for the Van de Kamp initiative -LRB- on which there are no limits -RRB- is [ gravy . ],gravy,sg,NN,[u'sauce.n.01'],,VP,['.'],[],False,['.'],[],[],"['-RRB-', u'be']",A,ZERO
4490,data/parsed/22/wsj_2231.mrg|26|34,This is the state that recently passed the Prop. 65 [ anti-toxic initiative . ],initiative,sg,NN,[u'drive.n.05'],,UCP,['.'],['JJ'],True,['.'],[],['anti-toxic'],"['Prop.', '<number>']",A,ZERO
4647,data/parsed/22/wsj_2232.mrg|16|22,"But to traders , it looked like [ disaster ] on the 9:30 a.m. opening bell .",disaster,sg,NN,[u'adversity.n.01'],,PP,[],[],True,[],['on'],[],"[u'look', 'like']",A,ZERO
4808,data/parsed/22/wsj_2232.mrg|47|44,"Still , the market had n't yet crossed into positive territory , and traders were [ glum . ]",glum,sg,NN,,,VP,['.'],[],False,['.'],[],[],"[u'trader', u'be']",A,ZERO
5498,data/parsed/22/wsj_2238.mrg|3|34,"In a sharply weaker London market yesterday , Waterford shares were down [ 15 pence ] at 50 pence -LRB- 79 cents -RRB- .",penny,sg,NN,[u'fractional_monetary_unit.n.01'],,ADVP,[],['CD'],False,[],"['at', '<number>']",['<number>'],"[u'be', 'down']",A,ZERO
5976,data/parsed/22/wsj_2239.mrg|88|68,"New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\\/4 at 98 1\\/2 bid , yielding 7.32 % , up [ 0.07 percentage point ] from late Friday .",point,sg,NN,[u'component.n.01'],,ADVP,[],"['CD', 'NN']",False,[],"['from', 'late']","['<number>', 'percentage']","[',', 'up']",A,ZERO
5982,data/parsed/22/wsj_2239.mrg|89|38,Florida Board of Education 's 7 1\\/4 % issue of 2023 was [ 5\\/8 point ] weaker at 99 1\\/2 bid .,point,sg,NN,[u'component.n.01'],,ADJP,[],['CD'],True,[],"[u'weak', 'at']",['5\\\\/8'],"['<number>', u'be']",A,ZERO
6027,data/parsed/22/wsj_2240.mrg|3|94,"The Business Men 's Assurance unit represented about $ 288 million of the company 's $ 488 million in 1988 revenue , and the unit 's operating income was about $ 10 million , said [ S the spokesman . ]",spokesman,sg,NN,[u'spokesperson.n.01'],,SINV,['.'],['NNP'],True,['.'],[],['S'],"[',', u'say']",A,ZERO
6152,data/parsed/22/wsj_2243.mrg|7|23,"It supplies commercial and industrial equipment including [ earth-moving , aerial , compaction ] and electrical equipment , compressors , cranes , forklifts and trucks .",compaction,sg,NN,[u'concentration.n.04'],,NP,[],"['JJ', ',', 'JJ', ',']",False,[],"['and', 'electrical']","['earth-moving', ',', 'aerial', ',']","['equipment', u'include']",A,ZERO
6388,data/parsed/22/wsj_2249.mrg|1|47,"Arthur M. Goldberg said he extended his unsolicited tender offer of $ 32 a share [ tender offer , ] or $ 154.3 million , for Di Giorgio Corp. to Nov. 1 .",offer,sg,NN,[u'speech_act.n.01'],,NP,"[',']",['NN'],False,"[',']","['or', '$']",['tender'],['share'],A,ZERO
6516,data/parsed/22/wsj_2250.mrg|19|13,Agfa recently signed [ Olympic gold medalist Florence Griffith-Joyner ] to endorse a new line of black-and-white paper that 's geared to consumers and will compete directly with Kodak 's papers .,Griffith-Joyner,sg,NN,,,VP,[],"['NNP', 'NN', 'NN', 'NN']",False,[],"['to', 'endorse']","['Olympic', 'gold', 'medalist', 'Florence']","['recently', u'sign']",A,ZERO
6768,data/parsed/22/wsj_2251.mrg|4|26,"For the nine months , the newspaper chain had [ almost a 23 % increase ] in profit to $ 23.6 million , or 83 cents a share , from $ 19.2 million , or 68 cents a share .",increase,sg,NN,[u'indefinite_quantity.n.01'],,NP,[],"['RB', 'CD', 'NN']",False,[],"['in', 'profit']","['almost', '<number>', '%']","['chain', u'have']",A,ZERO
6910,data/parsed/22/wsj_2253.mrg|12|44,"They expect a 2.6 % rise in 1990 in the gross national product , after [ adjustment ] for inflation .",adjustment,sg,NN,[u'improvement.n.01'],,NP,[],[],False,[],"['for', 'inflation']",[],"[',', 'after']",A,ZERO
7035,data/parsed/22/wsj_2254.mrg|3|15,The move is in [ line ] with BSN 's strategy of gradually building its share of the European pasta market through external growth .,line,sg,NN,[u'formation.n.01'],,NP,[],[],False,[],"['with', 'BSN']",[],"[u'be', 'in']",A,ZERO
7273,data/parsed/22/wsj_2256.mrg|32|18,"K mart agreed to acquire [ Pace Membership Warehouse ] for $ 322 million , expanding its presence in the growing wholesale-store business .",Warehouse,sg,NN,[u'storehouse.n.01'],,VP,[],"['NNP', 'NN']",False,[],"['for', '$']","['Pace', 'Membership']","['to', 'acquire']",A,ZERO
7745,data/parsed/22/wsj_2264.mrg|1|20,An American journalist now is standing [ trial ] in Namibia .,trial,sg,NN,[u'attempt.n.01'],,NP,[],[],False,[],"['in', 'Namibia']",[],"[u'be', u'stand']",A,ZERO
7792,data/parsed/22/wsj_2264.mrg|8|60,"To the extent Mr. Stanley has done anything wrong , it may be that he is out of [ step ] with the consensus of world intellectuals that the Namibian guerrillas were above all else the victims of suppression by neighboring South Africa .",step,sg,NN,[u'maneuver.n.04'],,NP,[],[],False,[],['with'],[],"['out', 'of']",A,ZERO
7841,data/parsed/22/wsj_2264.mrg|14|63,"After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , [ publisher and lawyer . ]",lawyer,sg,NN,[u'professional.n.01'],,NP,['.'],"['NN', 'CC']",False,['.'],[],"['publisher', 'and']","[u'editor', ',']",A,ZERO
7888,data/parsed/22/wsj_2265.mrg|2|30,"Yesterday , the stock market 's influence at first created [ nervousness . ]",nervousness,sg,NN,[u'anxiety.n.02'],,VP,['.'],[],False,['.'],[],[],"['first', u'create']",A,ZERO
7913,data/parsed/22/wsj_2265.mrg|6|15,Copper fell and showed [ little rebound ] through the day as one of the major supply problems that had been supporting prices appeared to be solved .,rebound,sg,NN,[u'movement.n.03'],,VP,[],['JJ'],False,[],['through'],['little'],"['and', u'show']",A,ZERO
8013,data/parsed/22/wsj_2265.mrg|24|39,"`` What the stock market did was cause the rise to take [ place ] earlier than it would have happened , '' said Mr. Cardillo .",place,sg,NN,[u'point.n.02'],,VP,[],[],False,[],"['earlier', 'than']",[],"['to', 'take']",A,ZERO
8089,data/parsed/22/wsj_2265.mrg|37|66,"Indeed , after reacting early in the trading day to Friday 's plummet , futures prices firmed up again as traders took [ note ] of the stock market 's partial recovery yesterday .",note,sg,NN,[u'written_record.n.01'],,NP,[],[],False,[],['of'],[],"[u'trader', u'take']",A,ZERO
8095,data/parsed/22/wsj_2265.mrg|39|17,Futures prices fell and showed [ little rebound ] as one major labor problem that had been underpinning prices appeared to be solved .,rebound,sg,NN,[u'movement.n.03'],,VP,[],['JJ'],False,[],"['as', 'one']",['little'],"['and', u'show']",A,ZERO
8096,data/parsed/22/wsj_2265.mrg|39|27,Futures prices fell and showed little rebound as [ one major labor problem ] that had been underpinning prices appeared to be solved .,problem,sg,NN,[u'difficulty.n.03'],,NP,[],"['CD', 'JJ', 'NN']",False,[],"['that', u'have']","['one', 'major', 'labor']","['rebound', 'as']",A,ZERO
8105,data/parsed/22/wsj_2265.mrg|41|32,Prices were down from the outset of trading on [ concern ] that a drop in the stock market might create a weakened economy and a consequent reduction in copper use .,concern,sg,NN,[u'interest.n.01'],,NP,[],[],False,[],['that'],[],"['trading', 'on']",A,ZERO
8165,data/parsed/22/wsj_2265.mrg|52|55,"`` It was simply overbought , '' he said S , and selling by funds that are [ computer ] guided helped depress prices .",computer,sg,NN,[u'machine.n.01'],,NP,[],[],False,[],"[u'guide', u'help']",[],"['that', u'be']",A,ZERO
8186,data/parsed/22/wsj_2265.mrg|56|80,"Technical considerations following the hurricane , which was a factor in the market Friday , caused prices to decline yesterday , said S Ernest Simon , [ cotton specialist ] for Prudential-Bache Securities , New York .",specialist,sg,NN,[u'expert.n.01'],,NP,[],['NN'],False,[],"['for', 'Prudential-Bache']",['cotton'],"['Simon', ',']",A,ZERO
8223,data/parsed/22/wsj_2265.mrg|64|17,The March contract was off [ 0.32 cent ] a pound at 13.97 cents .,cent,sg,NN,"[u'fractional_monetary_unit.n.01', u'sri_lanka_rupee.n.01']",,NP,[],['CD'],False,[],['pound'],['<number>'],"[u'be', 'off']",A,ZERO
8258,data/parsed/22/wsj_2265.mrg|69|98,"`` India may have felt that if there was a severe drop in the stock market and it affected sugar , it could buy at lower prices , '' said Judith Ganes , [ analyst ] for Shearson Lehman Hutton , New York .",analyst,sg,NN,[u'expert.n.01'],,NP,[],[],True,[],"['for', 'Shearson']",[],"['Ganes', ',']",A,ZERO
8410,data/parsed/22/wsj_2268.mrg|1|86,"Golden West Financial Corp. , riding above the turbulence that has troubled most of the thrift industry , posted a 16 % increase of third-quarter earnings to $ 41.8 [ millon , ] or 66 cents a share .",millon,sg,NN,,,NP,"[',']",[],False,"[',']","['or', '<number>']",[],"['$', '<number>']",A,ZERO
8788,data/parsed/22/wsj_2275.mrg|6|37,"Meanwhile , CWA and International Brotherhood of Electrical Workers members remain on [ strike ] against Nynex Corp. , the New York-based regional phone company .",strike,sg,NN,[u'job_action.n.01'],,NP,[],[],True,[],"['against', 'Nynex']",[],"['remain', 'on']",A,ZERO
8833,data/parsed/22/wsj_2276.mrg|6|22,"At first , it seemed as if [ history ] might repeat itself .",history,sg,NN,[u'past.n.01'],,S,[],[],False,[],"['might', 'repeat']",[],"['as', 'if']",A,ZERO
9018,data/parsed/22/wsj_2276.mrg|39|49,"In Merrill Lynch & Co. 's Tokyo trading room , some 40 traders and assistants sat quietly , with [ few orders ] to process .",order,pl,NN,[u'command.n.01'],,NP,[],['JJ'],False,[],"['to', 'process']",['few'],"[',', 'with']",A,ZERO
9022,data/parsed/22/wsj_2276.mrg|40|36,"Clients `` are all staying out '' of the market , one [ Merrill trader ] says S .",trader,sg,NN,[u'merchant.n.01'],,NP,[],['NNP'],True,[],"[u'say', 'S']",['Merrill'],"[',', 'one']",A,ZERO
9136,data/parsed/22/wsj_2276.mrg|65|11,`` This is [ panic buying . '' ],panic,sg,NN,[u'fear.n.01'],,VP,"['VBG', '.', ""''""]",[],False,"[u'buy', '.', ""''""]",[],[],"['This', u'be']",A,ZERO
9289,data/parsed/22/wsj_2276.mrg|95|20,"Ralph Holzfaster , a farmer and [ farm-supply store operator ] in Ogallala , Neb. , says of the last few days events , `` If anything good comes out of this , it might be that it puts some of these LBOs on the skids . ''",operator,sg,NN,[u'function.n.01'],,NP,[],"['JJ', 'NN']",False,[],"['in', 'Ogallala']","['farm-supply', 'store']","['farmer', 'and']",A,ZERO
9533,data/parsed/22/wsj_2278.mrg|27|65,The nation 's main white opposition party warned that the government 's release Sunday of eight black political prisoners risked bringing chaos and [ eventual black Marxist rule ] to the nation .,rule,sg,NN,[u'concept.n.01'],,NP,[],"['JJ', 'JJ', 'JJ']",False,[],['to'],"['eventual', 'black', 'Marxist']","['chaos', 'and']",A,ZERO
9607,data/parsed/22/wsj_2278.mrg|39|16,"Danilo Kis , 54 , [ Yugoslav-born novelist and essayist , ] Sunday , in Paris , of cancer .",essayist,sg,NN,[u'writer.n.01'],,NP,"[',']","['JJ', 'NN', 'CC']",False,"[',']","['Sunday', ',']","['Yugoslav-born', 'novelist', 'and']","['<number>', ',']",A,ZERO
9744,data/parsed/22/wsj_2281.mrg|4|13,The name change and [ good will write-off ] could help solidify Blue Arrow 's dominance of the U.S. temporary-help market and give it a more American image as U.S. investors turn jittery about foreign stocks after Friday 's market plunge .,write-off,sg,NN,[u'depreciation.n.02'],,NP,[],"['JJ', 'NN']",False,[],"['could', 'help']","['good', 'will']","['change', 'and']",A,ZERO
9957,data/parsed/22/wsj_2282.mrg|10|75,"The Butler , Wis. , manufacturer went public at $ 15.75 a share in August 1987 , and Mr. Sim 's goal then was a $ 29 [ per-share price ] by 1992 .",price,sg,NN,[u'value.n.02'],,NP,[],['JJ'],False,[],"['by', '<number>']",['per-share'],"['$', '<number>']",A,ZERO
