,_coordinates,_sent,a_head_form,a_head_number,a_head_pos,a_hypernyms,a_non_article_det,a_parent,a_pos_after_head,a_pos_before_head,a_referent,a_words_after_head,a_words_after_np,a_words_before_head,a_words_before_np,Y_PREDICTED,Y_TRUE
4397,data/parsed/22/wsj_2231.mrg|4|99,"The initiative is based largely on the wish-lists of the green lobby : the Sierra Club , the League of Conservation Voters , the Natural Resources Defense Council , the National Toxics Campaign and the Citizens for [ a Better Environment . ]",Environment,sg,NNP,[u'situation.n.01'],,PP,['.'],['NNP'],False,['.'],[],['Better'],"['Citizens', 'for']",ZERO,A
4578,data/parsed/22/wsj_2232.mrg|6|5,"[ A troubling sign : Declining stocks ] on the Big Board outnumbered advancers , 975 to 749 , and the over-the-counter market that includes many smaller stocks suffered aftershocks of Friday 's late Big Board plunge .",stock,pl,NN,[u'framework.n.03'],,NP,[],"['JJ', 'NN', ':', 'VBG']",True,[],['on'],"['troubling', 'sign', ':', 'Declining']",[],ZERO,A
4643,data/parsed/22/wsj_2232.mrg|15|78,"The rally gave credence , at least for now , to the pre-trading declaration of Big Board Chairman John J. Phelan Jr. that Friday 's market debacle was `` [ an abnormal condition , ] and not a disaster . ''",condition,sg,NN,[u'state.n.02'],,VP,"[',']",['JJ'],False,"[',']","['and', 'not']",['abnormal'],"[u'be', '``']",ZERO,A
4822,data/parsed/22/wsj_2232.mrg|50|15,"Grinned Griffith Peck , [ a trader ] in Shearson Lehman Hutton Inc. 's OTC department : `` I tell you , this market acts healthy . ''",trader,sg,NN,[u'merchant.n.01'],,NP,[],[],True,[],"['in', 'Shearson']",[],"['Peck', ',']",ZERO,A
4893,data/parsed/22/wsj_2232.mrg|62|49,"Then when the market was at a technical level to buy , they came in with [ a vengeance . '' ]",vengeance,sg,NN,[u'retaliation.n.01'],,PP,"['.', ""''""]",[],False,"['.', ""''""]",[],[],"['in', 'with']",ZERO,A
5178,data/parsed/22/wsj_2234.mrg|4|6,"By [ a 6-4 margin , ] House negotiators initially rejected last night a Senate provision covering all domestic flights .",margin,sg,NN,[u'boundary.n.02'],,PP,"[',']",['JJ'],False,"[',']","['House', u'negotiator']",['6-4'],['By'],ZERO,A
5203,data/parsed/22/wsj_2234.mrg|7|77,"Within the Senate , the ban has had aggressive support from Sen. Frank Lautenberg -LRB- D. , N.J. -RRB- , who has used his position as [ a Senate Appropriations subcommittee chairman ] to garner votes for the initiative .",chairman,sg,NN,[u'presiding_officer.n.01'],,PP,[],"['NNP', 'NNPS', 'NN']",False,[],"['to', 'garner']","['Senate', 'Appropriations', 'subcommittee']","['position', 'as']",ZERO,A
5226,data/parsed/22/wsj_2234.mrg|11|16,"Majority Whip William Gray owes [ a political debt ] to Southern agriculture lawmakers for his rise in the House , and the Philadelphia Democrat used his position in the conference to salvage the exemption from a total ban .",debt,sg,NN,[u'indebtedness.n.01'],,VP,[],['JJ'],False,[],"['to', 'Southern']",['political'],"['Gray', u'owe']",ZERO,A
5467,data/parsed/22/wsj_2237.mrg|4|30,The Poles might do better to view it as [ a Trojan Horse . ],Horse,sg,NNP,[u'equine.n.01'],,PP,['.'],['NNP'],False,['.'],[],['Trojan'],"['it', 'as']",ZERO,A
5753,data/parsed/22/wsj_2239.mrg|43|84,"Tomorrow , the Resolution Funding Corp. will provide details of its first bond issue , which is expected to total between $ 4 billion and $ 6 billion and carry [ a maturity ] greater than 20 years .",maturity,sg,NN,[u'time_of_life.n.01'],,VP,[],[],True,[],"[u'great', 'than']",[],"['and', 'carry']",ZERO,A
5771,data/parsed/22/wsj_2239.mrg|47|12,`` We have [ a couple or three tough weeks ] coming . '',week,pl,NN,[u'time_period.n.01'],,S,[],"['NN', 'CC', 'CD', 'JJ']",True,[],"[u'come', '.']","['couple', 'or', 'three', 'tough']","['We', 'have']",ZERO,A
5942,data/parsed/22/wsj_2239.mrg|83|70,The session losses left municipal dollar bonds close to where they were before the 190.58-point drop in the Dow Jones Industrial Average Friday prompted [ a capital markets rally . ],rally,sg,NN,[u'gathering.n.01'],,VP,['.'],"['NN', 'NNS']",False,['.'],[],"['capital', u'market']","['Friday', u'prompt']",ZERO,A
6142,data/parsed/22/wsj_2243.mrg|5|75,"The closely held Hertz Corp. had annual revenue of close to $ 2 billion in 1988 , of which $ 1.7 billion was contributed by [ its Hertz Rent A Car operations ] world-wide .",operation,pl,NN,[u'transaction.n.01'],,NP,[],"['PRP$', 'NNP', 'NNP', 'NN']",False,[],"['world-wide', '.']","['its', 'Hertz', 'Rent', 'Car']","[u'contribute', 'by']",ZERO,A
6325,data/parsed/22/wsj_2247.mrg|4|56,"In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show [ a profit , ] Mr. Parker said S .",profit,sg,NN,[u'income.n.01'],,VP,"[',']",[],False,"[',']","['Mr.', 'Parker']",[],"['will', 'show']",ZERO,A
6651,data/parsed/22/wsj_2250.mrg|45|44,"Typically , it must be mailed to a handful of processors and may take [ a week or more ] to be processed and returned .",more,,JJR,[],,VP,[],"['NN', 'CC']",True,[],"['to', 'be']","['week', 'or']","['may', 'take']",ZERO,A
6654,data/parsed/22/wsj_2250.mrg|46|16,"Black-and-white film costs consumers [ a little less ] than color film , and processing costs the same .",less,,JJR,"[u'autoimmune_disease.n.01', u'lupus.n.01']",,NP,[],['RB'],False,[],"['than', 'color']",['little'],"[u'cost', u'consumer']",ZERO,A
6679,data/parsed/22/wsj_2250.mrg|52|14,And Kodak is distributing [ an instructional video ] to processors on how to develop its monochrome film more efficiently .,video,sg,NN,[u'visual_communication.n.01'],,VP,[],['JJ'],False,[],"['to', u'processor']",['instructional'],"[u'be', u'distribute']",ZERO,A
6694,data/parsed/22/wsj_2250.mrg|55|50,"The kit , which has a suggested retail price of $ 250 and has already become [ a bestseller , ] was introduced after retailers noticed numerous requests from parents for children 's photography equipment .",bestseller,sg,NN,[u'trade_book.n.01'],,VP,"[',']",[],False,"[',']","[u'be', u'introduce']",[],"['already', 'become']",ZERO,A
6818,data/parsed/22/wsj_2252.mrg|6|29,"Gatoil Suisse owns an oil refinery in Switzerland with [ a capacity ] of 70,000 barrels a day , along with a network of gasoline retailing outlets .",capacity,sg,NN,[u'capability.n.01'],,NP,[],[],False,[],"['of', '70,000']",[],"['Switzerland', 'with']",ZERO,A
6958,data/parsed/22/wsj_2253.mrg|19|76,"A major source of the recent strength in the long leading indicator has been the performance of the Dow Jones corporate bond-price index , which is not [ a part ] of the Commerce index .",part,sg,NN,[u'relation.n.01'],,NP,[],[],False,[],['of'],[],"[u'be', 'not']",ZERO,A
7000,data/parsed/22/wsj_2253.mrg|25|31,"It was assigned a mark of 80 out of [ a possible 100 , ] compared with scores ranging as low as 69 for the other components .",<number>,,CD,[u'large_integer.n.01'],,PP,"[',']",['JJ'],True,"[',']","[u'compare', 'with']",['possible'],"['out', 'of']",ZERO,A
7194,data/parsed/22/wsj_2256.mrg|13|45,Leveraged buy-outs of airlines would be subject to approval by the transportation secretary under [ a bill ] passed by a House subcommittee .,bill,sg,NN,[u'legal_document.n.01'],,NP,[],[],False,[],"[u'pass', 'by']",[],"['secretary', 'under']",ZERO,A
7247,data/parsed/22/wsj_2256.mrg|25|74,The Supreme Court agreed to decide whether a federal court may dismantle a merger that has won regulatory approval but been ruled anticompetitive in [ a private suit . ],suit,sg,NN,[u'garment.n.01'],,PP,['.'],['JJ'],False,['.'],[],['private'],"['anticompetitive', 'in']",ZERO,A
7268,data/parsed/22/wsj_2256.mrg|30|42,"J.P. Morgan posted a $ 1.82 billion loss for the third quarter , reflecting [ a big addition ] to loan-loss reserves .",addition,sg,NN,[u'component.n.03'],,NP,[],['JJ'],False,[],"['to', 'loan-loss']",['big'],"[',', u'reflect']",ZERO,A
7636,data/parsed/22/wsj_2261.mrg|2|68,"Terms were n't disclosed , but a J.P. Industries spokesman said the amount J.P. Industries will get for the group is `` [ a little ] better than expected by the marketplace , and the marketplace had been expecting $ 25 million to $ 30 million . ''",little,,RB,[u'small_indefinite_quantity.n.01'],,ADJP,[],[],False,[],"[u'good', 'than']",[],"[u'be', '``']",ZERO,A
7890,data/parsed/22/wsj_2265.mrg|3|26,"Later , however , it became more of [ an undercurrent ] than a dominating force as individual markets reacted more to their own factors .",undercurrent,,JJ,[u'meaning.n.02'],,PP,[],[],False,[],['than'],[],"['more', 'of']",ZERO,A
8059,data/parsed/22/wsj_2265.mrg|32|25,"Some analysts said crude was due for [ a correction anyhow , ] following several days of significant gains .",anyhow,sg,NN,,,PP,"[',']",['NN'],False,"[',']","[u'follow', 'several']",['correction'],"['due', 'for']",ZERO,A
8389,data/parsed/22/wsj_2267.mrg|5|81,DD Acquisition said that it already owns 15 % of the common shares of the doughnut shop chain and that as of the close of business Friday [ an additional 11 % ] had been tendered to its offer .,%,sg,NN,,,S,[],"['JJ', 'CD']",False,[],"[u'have', u'be']","['additional', '<number>']","['business', 'Friday']",ZERO,A
8671,data/parsed/22/wsj_2272.mrg|10|41,ISI said it can withdraw from the merger agreement with Memotec if [ a better bid surfaces . ],surface,pl,NN,[u'artifact.n.01'],,S,['.'],"['JJR', 'NN']",False,['.'],[],"[u'good', 'bid']","['Memotec', 'if']",ZERO,A
8940,data/parsed/22/wsj_2276.mrg|26|13,Many other factors played [ a part ] in yesterday 's comeback .,part,sg,NN,[u'relation.n.01'],,VP,[],[],False,[],"['in', 'yesterday']",[],"[u'factor', u'play']",ZERO,A
9055,data/parsed/22/wsj_2276.mrg|47|53,"`` I see concern , but I do n't see panic , '' says J. Francis Palamara , [ a New Yorker ] who runs the 15-trader office .",Yorker,sg,NNP,,,NP,[],['NNP'],False,[],"['who', u'run']",['New'],"['Palamara', ',']",ZERO,A
9092,data/parsed/22/wsj_2276.mrg|55|47,"But shortly before then , some of Wall Street 's sharpest traders say , they sensed [ a turn . ]",turn,sg,NN,[u'curve.n.01'],,VP,['.'],[],False,['.'],[],[],"['they', u'sense']",ZERO,A
9111,data/parsed/22/wsj_2276.mrg|59|21,Stock traders were buoyed -- because [ an upturn ] in the MMI had also started the recovery in stocks on the Tuesday following Black Monday .,upturn,sg,NN,[u'improvement.n.02'],,NP,[],[],False,[],['in'],[],"['--', 'because']",ZERO,A
9612,data/parsed/22/wsj_2279.mrg|1|17,"British retail sales volume rose [ a provisional 0.4 % ] in September from August and was up 2.2 % from September 1988 , the Department of Trade and Industry said S .",%,sg,NN,,,VP,[],"['JJ', 'CD']",False,[],"['in', 'September']","['provisional', '<number>']","['volume', u'rise']",ZERO,A
9749,data/parsed/22/wsj_2281.mrg|4|63,The name change and good will write-off could help solidify Blue Arrow 's dominance of the U.S. temporary-help market and give it [ a more American image ] as U.S. investors turn jittery about foreign stocks after Friday 's market plunge .,image,sg,NN,[u'representation.n.01'],,NP,[],"['JJR', 'JJ']",False,[],"['as', 'U.S.']","['more', 'American']","['give', 'it']",ZERO,A
9828,data/parsed/22/wsj_2281.mrg|16|27,"Good will is the excess of cost of [ an acquired firm , operating unit or assets ] over the current or fair market value of those assets .",asset,pl,NN,[u'possession.n.02'],,PP,[],"['VBN', 'NN', ',', 'VBG', 'NN', 'CC']",False,[],['over'],"[u'acquire', 'firm', ',', u'operate', 'unit', 'or']","['cost', 'of']",ZERO,A
9902,data/parsed/22/wsj_2282.mrg|1|39,"Richard G. Sim , the man credited with transforming Applied Power Inc. from [ an underachiever ] into a feisty player in the global market for hydraulic tools , hopes to guide a similar turnaround at the company 's latest acquisition , Barry Wright Corp .",underachiever,sg,NN,[u'student.n.01'],,PP,[],[],False,[],['into'],[],"['Inc.', 'from']",ZERO,A
9956,data/parsed/22/wsj_2282.mrg|10|68,"The Butler , Wis. , manufacturer went public at $ 15.75 a share in August 1987 , and Mr. Sim 's goal then was [ a $ 29 ] per-share price by 1992 .",$,,$,,,NP,['CD'],[],True,['<number>'],"['per-share', 'price']",[],"['then', u'be']",ZERO,A
10021,data/parsed/22/wsj_2282.mrg|21|9,"`` With [ a little patience , ] these businesses will perform very satisfactorily , '' Mr. Sim says .",patience,sg,NN,[u'good_nature.n.01'],,PP,"[',']",['JJ'],False,"[',']","['these', u'business']",['little'],"['``', 'With']",ZERO,A
