|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
3288|THE|"data/parsed/22/wsj_2225.mrg|30|39"|`` It 's a question of how much credibility you gain for [ the possible loss ] of recognition . ''|loss|sg|NN|[u'transferred_property.n.01']||NP|[]|['JJ']|False|[]|['of', 'recognition']|['possible']|['gain', 'for']|NN|False|True|False|4|True|PP|of|gain|False|0.705882352941|A|THE
3421|THE|"data/parsed/22/wsj_2227.mrg|1|4"|[ The continuing series ] of HUD scandals is a sadly predictable result of pork-barrel politics .|series|sg|NN|[u'ordering.n.01']||NP|[]|['VBG']|False|[]|['of', 'HUD']|[u'continue']|[]|NN|False|True|False|3|True|PP|of|is|False|0.0|A|THE
3457|THE|"data/parsed/22/wsj_2227.mrg|6|61"|Through the years the association has been an active member of the taxpayer 's coalition , pushing for such initiatives as [ the balanced-budget amendment . ]|amendment|sg|NN|[u'correction.n.01']||PP|['.']|['JJ']|False|['.']|[]|['balanced-budget']|[u'initiative', 'as']|NN|False|False|False|0|False|||pushing|False|0.954545454545|A|THE
3584|THE|"data/parsed/22/wsj_2227.mrg|27|74"|The builders like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as [ the balanced-budget amendment . '' ]|amendment|sg|NN|[u'correction.n.01']||PP|"['.', ""''""]"|['JJ']|False|"['.', ""''""]"|[]|['balanced-budget']|['such', 'as']|NN|False|False|False|0|False|||to|False|0.961538461538|A|THE
3647|THE|"data/parsed/22/wsj_2228.mrg|4|18"|But the process of convening [ the intergovernmental conference ] does n't require unanimity .|conference|sg|NN|[u'meeting.n.01']||VP|[]|['JJ']|False|[]|"[u'do', ""n't""]"|['intergovernmental']|['of', u'convene']|NN|False|False|False|0|False|||convening|False|0.454545454545|A|THE
3729|THE|"data/parsed/22/wsj_2229.mrg|10|40"|What really spooked the crowds along Wall Street , however , was [ the sudden concern ] that , whatever the reason , the pool of debt capital is drying up .|concern|sg|NN|[u'interest.n.01']||NP|[]|['JJ']|False|[]|['that', ',']|['sudden']|[',', u'be']|NN|False|True|False|15|False|SBAR|that|was|False|0.428571428571|A|THE
3736|THE|"data/parsed/22/wsj_2229.mrg|11|37"|Gray Friday reflects a panic mainly by the takeover arbitragers , rather than [ the small investor , ] as their highly margined investments in the `` deal '' stocks are jeopardized by the unexpected drying up of the lubricant for deal financing .|investor|sg|NN|[u'capitalist.n.02']||PP|[',']|['JJ']|False|[',']|['as', 'their']|['small']|['rather', 'than']|NN|False|False|False|0|False|||reflects|False|0.333333333333|A|THE
3827|THE|"data/parsed/22/wsj_2229.mrg|24|115"|Of course , Washington had n't been silent in the days leading up to the debacle , and its tendency to meddle in the leverage equation remains a troublesome prospect , but those preliminary steps should n't distract us from [ the basic market fundamentalism ] that was at work on Friday .|fundamentalism|sg|NN|[u'protestantism.n.01']||NP|[]|['JJ', 'NN']|False|[]|['that', u'be']|['basic', 'market']|['us', 'from']|NN|False|True|False|7|False|SBAR|that|should|False|0.833333333333|A|THE
4156|THE|"data/parsed/22/wsj_2230.mrg|37|54"|`` Unless there is a panic , this is the best time to buy , as was [ the case ] two years ago , '' he said .|case|sg|NN|[u'happening.n.01']||VP|[]|[]|False|[]|['two', u'year']|[]|['as', u'be']|NN|False|False|False|0|False|||was|False|0.653846153846|A|THE
4384|THE|"data/parsed/22/wsj_2231.mrg|3|28"|What else is one to make of [ the whacky save-the-earth initiative ] just proposed by several major environmental groups and organized by the state 's attorney general ?|initiative|sg|NN|[u'drive.n.05']||NP|[]|['JJ', 'NN']|False|[]|['just', u'propose']|['whacky', 'save-the-earth']|['make', 'of']|NN|False|True|False|16|False|VP|just||False|0.291666666667|A|THE
4434|THE|"data/parsed/22/wsj_2231.mrg|14|36"|But if rational science and economics have nothing to do with [ the new environment initiative , ] what is going on ?|initiative|sg|NN|[u'drive.n.05']||PP|[',']|['JJ', 'NN']|True|[',']|['what', u'be']|['new', 'environment']|['do', 'with']|NN|False|False|False|0|False|||have|True|0.647058823529|A|THE
4466|THE|"data/parsed/22/wsj_2231.mrg|22|14"|He can spend [ the legal maximum ] for his campaign ; all the spending for the Van de Kamp initiative -LRB- on which there are no limits -RRB- is gravy .|maximum|sg|NN|[u'extremum.n.02', u'large_indefinite_quantity.n.01']||NP|[]|['JJ']|False|[]|['for', 'his']|['legal']|['can', 'spend']|NN|False|True|False|4|False|PP|for|can|False|0.107142857143|A|THE
4674|THE|"data/parsed/22/wsj_2232.mrg|21|14"|More stocks opened over [ the ensuing half hour , ] as the 49 Big Board specialist firms in charge of keeping the market orderly groped to find buy orders from major brokerage firms to match the selling flood .|hour|sg|NN|[u'time_unit.n.01']||VP|[',']|['VBG', 'JJ']|False|[',']|['as']|[u'ensue', 'half']|[u'open', 'over']|NN|False|False|False|0|False|||opened|False|0.117647058824|A|THE
4955|THE|"data/parsed/22/wsj_2232.mrg|72|10"|And yesterday , [ the top performing industry group ] was oil field equipment issues .|group|sg|NN|[u'abstraction.n.06']||S|[]|['JJ', 'VBG', 'NN']|False|[]|[u'be', 'oil']|['top', u'perform', 'industry']|['yesterday', ',']|NN|False|False|False|0|False|||was|False|0.3|A|THE
5128|THE|"data/parsed/22/wsj_2233.mrg|1|44"|West Germany 's Green Party joined its ideological soulmates Jeremy Rifkin and the Christic Institute in [ the legal battle ] to ground the Atlantis shuttle and its plutonium-powered Galileo probe to Jupiter .|battle|sg|NN|[u'military_action.n.01']||NP|[]|['JJ']|False|[]|['to', u'grind']|['legal']|['Institute', 'in']|NN|False|True|False|13|False|S|to|joined|False|0.533333333333|A|THE
5472|THE|"data/parsed/22/wsj_2237.mrg|5|54"|It is the vast shadow government of 15,000 congressional staffers that helps create such legislative atrocities as [ the 1,376 page , 13-pound reconciliation bill ] that claimed to be the budget of the United States .|bill|sg|NN|[u'legal_document.n.01']||NP|[]|['CD', 'NN', ',', 'JJ', 'NN']|False|[]|['that', u'claim']|['1,376', 'page', ',', '13-pound', 'reconciliation']|[u'atrocity', 'as']|NN|False|True|False|11|False|SBAR|that|create|False|0.586206896552|A|THE
5512|THE|"data/parsed/22/wsj_2238.mrg|6|10"|Sales for [ the total group ] rose 27 % to 168.1 million Irish punts compared with 132.6 million Irish punts a year ago .|group|sg|NN|[u'abstraction.n.06']||PP|[]|['JJ']|False|[]|[u'rise', '<number>']|['total']|['Sales', 'for']|NN|False|False|False|0|False|||rose|False|0.0952380952381|A|THE
5526|THE|"data/parsed/22/wsj_2239.mrg|1|5"|[ The sudden `` flight ] to quality '' that triggered Friday 's explosive bond-market rally was reversed yesterday in a `` flight from quality '' rout .|flight|sg|NN|[u'formation.n.01']||NP|[]|['JJ', '``']|False|[]|['to', 'quality']|['sudden', '``']|[]|NN|False|True|False|3|False|PP|to|was|False|0.0|A|THE
5555|THE|"data/parsed/22/wsj_2239.mrg|6|36"|Some fixed-income investors had expected a further drop in stock prices after [ the nearly 200-point drop ] in the Dow Jones Industrial Average on Friday .|drop|sg|NN|[u'sphere.n.05']||NP|[]|['RB', 'JJ']|False|[]|['in']|['nearly', '200-point']|[u'price', 'after']|NN|False|True|False|6|False|PP|in|had|True|0.545454545455|A|THE
5906|THE|"data/parsed/22/wsj_2239.mrg|77|52"|Late yesterday Ginnie Mae 9 % securities were yielding 9.39 % to a 12-year average life assumption , as [ the spread ] above the Treasury 10-year note narrowed 0.01 percentage point to 1.42 .|spread|sg|NN|[u'change_of_location.n.01']||NP|[]|[]|False|[]|['above']|[]|[',', 'as']|NN|False|True|False|5|False|PP|above|narrowed|False|0.59375|A|THE
6048|THE|"data/parsed/22/wsj_2241.mrg|3|3"|[ The spokesman ] said Laidlaw would n't increase its stake in ADT beyond 30 % `` without a great deal of thought '' because of British takeover regulations that require a company acquiring more than 30 % to extend an offer to the rest of the company 's shareholders .|spokesman|sg|NN|[u'spokesperson.n.01']||S|[]|[]|True|[]|[u'say', 'Laidlaw']|[]|[]|NN|False|False|False|0|False|||said|True|0.0|A|THE
6250|THE|"data/parsed/22/wsj_2246.mrg|2|85"|U.S. Banknote said it is in negotiations to sell `` certain facilities , '' which it did n't name , to a third party , and it needs [ the extension ] to try to reach a definitive agreement on the sale .|extension|sg|NN|[u'delay.n.01']||VP|[]|[]|False|[]|['to', 'try']|[]|['it', u'need']|NN|False|False|False|0|False|||needs|False|0.7|A|THE
6304|THE|"data/parsed/22/wsj_2247.mrg|2|34"|Under the terms of the contract , New York-based Gitano has [ the option ] to acquire the remaining 50 % of Regatta , a maker of men 's and women 's clothes sold primarily in department stores , under certain conditions .|option|sg|NN|[u'derivative_instrument.n.01']||NP|[]|[]|False|[]|['to', 'acquire']|[]|['Gitano', u'have']|NN|False|True|False|28|False|S|to|has|False|0.275|A|THE
6461|THE|"data/parsed/22/wsj_2250.mrg|9|26"|On Seventh Avenue , designers have been advancing [ the monochrome look ] with clothing collections done entirely in black and white .|look|sg|NN|[u'countenance.n.01']||NP|[]|['JJ']|False|[]|['with', 'clothing']|['monochrome']|[u'be', u'advance']|NN|False|True|False|10|False|PP|with|have|False|0.421052631579|A|THE
6467|THE|"data/parsed/22/wsj_2250.mrg|10|51"|And classic black-and-white movies are enjoying a comeback on videocassette tapes , spurred , in part , by [ the backlash ] against colorization of old films .|backlash|sg|NN|[u'movement.n.03']||NP|[]|[]|False|[]|['against', 'colorization']|[]|[',', 'by']|NN|False|True|False|6|False|PP|against|are|False|0.72|A|THE
6603|THE|"data/parsed/22/wsj_2250.mrg|34|45"|Even food products and automobiles , which have long depended on color , are making [ the switch . ]|switch|sg|NN|[u'control.n.09']||VP|['.']|[]|False|['.']|[]|[]|[u'be', u'make']|NN|False|False|False|0|False|||are|False|0.9375|A|THE
6809|THE|"data/parsed/22/wsj_2252.mrg|4|20"|Those two offers were private and [ the spokesman ] refused to identify the bidding companies .|spokesman|sg|NN|[u'spokesperson.n.01']||S|[]|[]|True|[]|[u'refuse', 'to']|[]|['private', 'and']|NN|False|False|False|0|False|||refused|True|0.428571428571|A|THE
6811|THE|"data/parsed/22/wsj_2252.mrg|5|3"|[ The spokesman ] further said that at least two more offers are expected from other companies within two weeks .|spokesman|sg|NN|[u'spokesperson.n.01']||S|[]|[]|True|[]|[u'far', u'say']|[]|[]|NN|False|False|False|0|False|||said|True|0.0|A|THE
6873|THE|"data/parsed/22/wsj_2253.mrg|7|7"|But [ the far stronger showing ] of the Columbia index `` makes a recession any time soon highly unlikely , '' says S Geoffrey H. Moore , the director of the Columbia facility .|showing|sg|NN|[u'display.n.05']||NP|[]|['RB', 'JJR']|False|[]|['of']|['far', u'strong']|['But']|NN|False|True|False|5|True|PP|of|makes|False|0.0333333333333|A|THE
6900|THE|"data/parsed/22/wsj_2253.mrg|11|34"|Based largely on the recent strength in their index , called [ the long leading indicator , ] the Columbia analysts foresee uninterrupted economic growth through the rest of this year and next year as well .|indicator|sg|NN|[u'fact.n.02']||VP|[',']|['JJ', 'JJ']|False|[',']|['Columbia']|['long', 'leading']|[',', u'call']|NN|False|False|False|0|False|||foresee|False|0.354838709677|A|THE
6955|THE|"data/parsed/22/wsj_2253.mrg|19|25"|A major source of the recent strength in [ the long leading indicator ] has been the performance of the Dow Jones corporate bond-price index , which is not a part of the Commerce index .|indicator|sg|NN|[u'fact.n.02']||PP|[]|['JJ', 'JJ']|True|[]|[u'have', u'be']|['long', 'leading']|['strength', 'in']|NN|False|False|False|0|False|||has|True|0.258064516129|A|THE
6968|THE|"data/parsed/22/wsj_2253.mrg|22|12"|Other components of [ the long leading indicator ] include a ratio of prices to unit labor costs in manufacturing industries , the M2 version of the money supply , adjusted for inflation , and the volume of new home-building permits .|indicator|sg|NN|[u'fact.n.02']||PP|[]|['JJ', 'JJ']|True|[]|['include']|['long', 'leading']|[u'component', 'of']|NN|False|False|False|0|False|||include|True|0.0810810810811|A|THE
7151|THE|"data/parsed/22/wsj_2256.mrg|2|35"|The Dow Jones industrials closed up 88.12 points , at 2657.38 , [ the fourth-biggest gain ] ever , after being down as much as 63.52 points in the morning .|gain|sg|NN|[u'indefinite_quantity.n.01']||NP|[]|['JJ']|False|[]|['ever', ',']|['fourth-biggest']|['<number>', ',']|NN|False|True|False|2|False|ADVP|ever|closed|False|0.444444444444|A|THE
7635|THE|"data/parsed/22/wsj_2261.mrg|2|56"|Terms were n't disclosed , but a J.P. Industries spokesman said the amount J.P. Industries will get for [ the group ] is `` a little better than expected by the marketplace , and the marketplace had been expecting $ 25 million to $ 30 million . ''|group|sg|NN|[u'abstraction.n.06']||PP|[]|[]|False|[]|[u'be', '``']|[]|['get', 'for']|NN|False|False|False|0|False|||is|False|0.4|A|THE
7695|THE|"data/parsed/22/wsj_2262.mrg|5|43"|The company also said expenses incurred by the previous board and management in [ the recent contest ] for control were recognized primarily in the first quarter ended Sept. 30 .|contest|sg|NN|[u'social_event.n.01']||NP|[]|['JJ']|False|[]|['for', 'control']|['recent']|['management', 'in']|NN|False|True|False|2|False|PP|for|were|False|0.481481481481|A|THE
7771|THE|"data/parsed/22/wsj_2264.mrg|6|49"|Mr. Stanley is on trial over charges that he violated a proclamation , issued by [ the South African administrator general ] earlier this year , which made it a crime punishable by two years in prison for any person to `` insult , disparate or belittle '' the election commission .|general|sg|NN|[u'general_officer.n.01']||PP|[]|['JJ', 'JJ', 'NN']|False|[]|['earlier', 'this']|['South', 'African', 'administrator']|[u'issue', 'by']|NN|False|False|False|0|False|||violated|False|0.326086956522|A|THE
7868|THE|"data/parsed/22/wsj_2264.mrg|20|13"|It now has [ the chance ] to redress that record in Namibia .|chance|sg|NN|[u'possibility.n.02']||NP|[]|[]|False|[]|['to', 'redress']|[]|['now', u'have']|NN|False|True|False|7|False|S|to|has|False|0.272727272727|A|THE
7872|THE|"data/parsed/22/wsj_2264.mrg|21|9"|State and [ the human-rights community ] should insist that Mr. Stanley and his fellow defendants be released and that the United Nation 's monitors make certain that Mr. O'Linn's commission investigates election complaints from all sides .|community|sg|NN|[u'gathering.n.01']||NP|[]|['JJ']|False|[]|['should', 'insist']|['human-rights']|['State', 'and']|NN|False|False|False|0|False|||should|False|0.0588235294118|A|THE
7895|THE|"data/parsed/22/wsj_2265.mrg|4|10"|Gold , [ the traditional haven ] in times of financial crisis , continued its inverse lockstep with the dollar , rising early in the day as the currency fell , and then giving up some of its gains as the dollar recovered .|haven|sg|NN|[u'shelter.n.01']||NP|[]|['JJ']|False|[]|['in', u'time']|['traditional']|['Gold', ',']|NN|False|True|False|6|False|PP|in|continued|False|0.05|A|THE
8128|THE|"data/parsed/22/wsj_2265.mrg|44|37"|Last week it was reported that company and union negotiations had overcome [ the major hurdle , ] the contracting out of work by the company .|hurdle|sg|NN|[u'barrier.n.01']||NP|[',']|['JJ']|False|[',']|['contracting']|['major']|[u'have', 'overcome']|NN|False|True|False|9|False|NP|the|had|False|0.545454545455|A|THE
8326|THE|"data/parsed/22/wsj_2266.mrg|3|3"|[ The Knight-Ridder spokesman ] said the third-quarter earnings that the company plans to report Oct. 24 are expected to be up .|spokesman|sg|NN|[u'spokesperson.n.01']||S|[]|['NNP']|True|[]|[u'say']|['Knight-Ridder']|[]|NN|False|False|False|0|False|||said|True|0.0|A|THE
8330|THE|"data/parsed/22/wsj_2266.mrg|4|3"|[ The spokesman ] said he was `` comfortable '' with revised analysts ' projections that the company would report earnings of between 62 cents and 64 cents a share , compared with the 53 cents a share it reported for the 1988 third quarter .|spokesman|sg|NN|[u'spokesperson.n.01']||S|[]|[]|True|[]|[u'say', 'he']|[]|[]|NN|False|False|False|0|False|||said|True|0.0|A|THE
8530|THE|"data/parsed/22/wsj_2270.mrg|5|28"|Maxus , an independent oil and gas concern , is [ the operator ] and owns a 56 % interest in the new field , called Northeast Intan .|operator|sg|NN|[u'function.n.01']||VP|[]|[]|False|[]|['and', u'own']|[]|[',', u'be']|NN|False|False|False|0|False|||is|False|0.384615384615|A|THE
8550|THE|"data/parsed/22/wsj_2270.mrg|7|27"|The production-sharing contract area is held with Pertamina , [ the Indonesian state oil company . ]|company|sg|NN|[u'institution.n.01']||NP|['.']|['JJ', 'NN', 'NN']|False|['.']|[]|['Indonesian', 'state', 'oil']|['Pertamina', ',']|NN|False|False|False|0|False|||is|False|0.9|A|THE
8714|THE|"data/parsed/22/wsj_2273.mrg|7|21"|Morgan Stanley & Co. will act as [ the exclusive broker ] for the repurchase .|broker|sg|NN|[u'businessperson.n.01']||PP|[]|['JJ']|False|[]|['for']|['exclusive']|['act', 'as']|NN|False|False|False|0|False|||will|False|0.583333333333|A|THE
8772|THE|"data/parsed/22/wsj_2275.mrg|2|49"|CWA 's New Jersey Commercial local , which represents about 2,500 service representatives and marketing employees , rejected [ the tentative agreement . ]|agreement|sg|NN|[u'statement.n.01']||VP|['.']|['JJ']|True|['.']|[]|['tentative']|[',', u'reject']|NN|False|False|False|0|False|||rejected|True|0.947368421053|A|THE
8790|THE|"data/parsed/22/wsj_2275.mrg|6|51"|Meanwhile , CWA and International Brotherhood of Electrical Workers members remain on strike against Nynex Corp. , [ the New York-based regional phone company . ]|company|sg|NN|[u'institution.n.01']||NP|['.']|['NNP', 'JJ', 'JJ', 'NN']|True|['.']|[]|['New', 'York-based', 'regional', 'phone']|['Corp.', ',']|NN|False|False|False|0|False|||remain|True|0.944444444444|A|THE
8824|THE|"data/parsed/22/wsj_2276.mrg|5|7"|As [ the rally ] gained strength at 3:15 p.m. , he smiled broadly , brandished his unlit cigar and slapped Stanley Shopkorn , his top stock trader , on the back .|rally|sg|NN|[u'gathering.n.01']||S|[]|[]|False|[]|[u'gain', 'strength']|[]|['As']|NN|False|False|False|0|False|||gained|False|0.0333333333333|A|THE
8962|THE|"data/parsed/22/wsj_2276.mrg|30|6"|And [ the widely disseminated opinion ] among most market experts that a crash was n't in store also helped calm investors .|opinion|sg|NN|[u'belief.n.01']||NP|[]|['RB', 'JJ']|False|[]|['among', 'most']|['widely', 'disseminated']|['And']|NN|False|True|False|11|False|PP|among|helped|False|0.0555555555556|A|THE
9514|THE|"data/parsed/22/wsj_2278.mrg|24|16"|Such family reunions would be [ the second ] since 1945 .|second||JJ|[u'time_unit.n.01']||VP|[]|[]|False|[]|['since', '<number>']|[]|['would', 'be']|JJ|False|False|False|0|False|||would||0.555555555556|A|THE
9685|THE|"data/parsed/22/wsj_2280.mrg|9|29"|But he kept Fruit of the Loom Inc. , [ the underwear maker ] that he still controls and serves as chairman and chief executive .|maker|sg|NN|[u'creator.n.02']||NP|[]|['NN']|False|[]|['that', 'he']|['underwear']|['Inc.', ',']|NN|False|True|False|12|False|SBAR|that|kept|False|0.409090909091|A|THE
9900|THE|"data/parsed/22/wsj_2282.mrg|1|14"|Richard G. Sim , [ the man ] credited with transforming Applied Power Inc. from an underachiever into a feisty player in the global market for hydraulic tools , hopes to guide a similar turnaround at the company 's latest acquisition , Barry Wright Corp .|man|sg|NN|[u'adult.n.01', u'male.n.02']||NP|[]|[]|False|[]|[u'credit', 'with']|[]|['Sim', ',']|NN|False|True|False|21|False|VP|credited|hopes|False|0.093023255814|A|THE
9910|THE|"data/parsed/22/wsj_2282.mrg|2|3"|[ The 45-year-old former General Electric Co. executive ] figures it will be easier this time .|executive|sg|NN|[u'administrator.n.01']||S|[]|['JJ', 'JJ', 'NNP', 'NNP', 'NNP']|False|[]|[u'figure', 'it']|['45-year-old', 'former', 'General', 'Electric', 'Co.']|[]|NN|False|False|False|0|False|||figures|False|0.0|A|THE
