|Y_article|_coordinates|_sent|a_head_form|a_head_number|a_head_pos|a_hypernyms|a_non_article_det|a_parent|a_pos_after_head|a_pos_before_head|a_referent|a_words_after_head|a_words_after_np|a_words_before_head|a_words_before_np|b_head_pos_simple|b_head_proper|b_is_postmodified|b_non_article_det_extended|b_postmodification_length|b_postmodification_pp_of|b_postmodification_type|b_postmodification_type_specific|b_predicate_form|b_referent|b_relative_position|Y_PREDICTED|Y_TRUE
6388|ZERO|"data/parsed/22/wsj_2249.mrg|1|47"|Arthur M. Goldberg said he extended his unsolicited tender offer of $ 32 a share [ tender offer , ] or $ 154.3 million , for Di Giorgio Corp. to Nov. 1 .|offer|sg|NN|[u'speech_act.n.01']||NP|[',']|['NN']|False|[',']|['or', '$']|['tender']|['share']|NN|False|False|False|0|False|||extended|True|0.51724137931|A|ZERO
6722|ZERO|"data/parsed/22/wsj_2250.mrg|59|41"|`` Black and white has n't made the same quantum leaps in technological development as [ color , '' ] says Mr. Butler of the Rochester Institute .|color|sg|NN|[u'visual_property.n.01']||PP|"[',', ""''""]"|[]|True|"[',', ""''""]"|[u'say', 'Mr.']|[]|['development', 'as']|NN|False|False|False|0|False|||has|True|0.625|A|ZERO
6768|ZERO|"data/parsed/22/wsj_2251.mrg|4|26"|For the nine months , the newspaper chain had [ almost a 23 % increase ] in profit to $ 23.6 million , or 83 cents a share , from $ 19.2 million , or 68 cents a share .|increase|sg|NN|[u'indefinite_quantity.n.01']||NP|[]|['RB', 'CD', 'NN']|False|[]|['in', 'profit']|['almost', '<number>', '%']|['chain', u'have']|NN|False|True|False|2|False|PP|in|had|False|0.264705882353|A|ZERO
6910|ZERO|"data/parsed/22/wsj_2253.mrg|12|44"|They expect a 2.6 % rise in 1990 in the gross national product , after [ adjustment ] for inflation .|adjustment|sg|NN|[u'improvement.n.01']||NP|[]|[]|False|[]|['for', 'inflation']|[]|[',', 'after']|NN|False|True|False|3|False|PP|for|expect|False|0.789473684211|A|ZERO
7841|ZERO|"data/parsed/22/wsj_2264.mrg|14|63"|After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , [ publisher and lawyer . ]|lawyer|sg|NN|[u'professional.n.01']||NP|['.']|['NN', 'CC']|False|['.']|[]|['publisher', 'and']|[u'editor', ',']|NN|False|False|False|0|False|||had|False|0.95652173913|A|ZERO
7888|ZERO|"data/parsed/22/wsj_2265.mrg|2|30"|Yesterday , the stock market 's influence at first created [ nervousness . ]|nervousness|sg|NN|[u'anxiety.n.02']||VP|['.']|[]|False|['.']|[]|[]|['first', u'create']|NN|False|False|False|0|False|||created|False|0.909090909091|A|ZERO
8165|ZERO|"data/parsed/22/wsj_2265.mrg|52|55"|`` It was simply overbought , '' he said S , and selling by funds that are [ computer ] guided helped depress prices .|computer|sg|NN|[u'machine.n.01']||NP|[]|[]|False|[]|[u'guide', u'help']|[]|['that', u'be']|NN|False|True|False|1|False|VP|guided|are|False|0.739130434783|A|ZERO
8186|ZERO|"data/parsed/22/wsj_2265.mrg|56|80"|Technical considerations following the hurricane , which was a factor in the market Friday , caused prices to decline yesterday , said S Ernest Simon , [ cotton specialist ] for Prudential-Bache Securities , New York .|specialist|sg|NN|[u'expert.n.01']||NP|[]|['NN']|False|[]|['for', 'Prudential-Bache']|['cotton']|['Simon', ',']|NN|False|True|False|7|False|PP|for||False|0.764705882353|A|ZERO
8410|ZERO|"data/parsed/22/wsj_2268.mrg|1|86"|Golden West Financial Corp. , riding above the turbulence that has troubled most of the thrift industry , posted a 16 % increase of third-quarter earnings to $ 41.8 [ millon , ] or 66 cents a share .|millon|sg|NN|||NP|[',']|[]|False|[',']|['or', '<number>']|[]|['$', '<number>']|NN|False|False|False|0|False|||posted|False|0.805555555556|A|ZERO
9018|ZERO|"data/parsed/22/wsj_2276.mrg|39|49"|In Merrill Lynch & Co. 's Tokyo trading room , some 40 traders and assistants sat quietly , with [ few orders ] to process .|order|pl|NN|[u'command.n.01']||NP|[]|['JJ']|False|[]|['to', 'process']|['few']|[',', 'with']|NN|False|True|False|3|False|S|to|sat|False|0.826086956522|A|ZERO
9533|ZERO|"data/parsed/22/wsj_2278.mrg|27|65"|The nation 's main white opposition party warned that the government 's release Sunday of eight black political prisoners risked bringing chaos and [ eventual black Marxist rule ] to the nation .|rule|sg|NN|[u'concept.n.01']||NP|[]|['JJ', 'JJ', 'JJ']|False|[]|['to']|['eventual', 'black', 'Marxist']|['chaos', 'and']|NN|False|False|False|0|False|||bringing|False|0.821428571429|A|ZERO
9607|ZERO|"data/parsed/22/wsj_2278.mrg|39|16"|Danilo Kis , 54 , [ Yugoslav-born novelist and essayist , ] Sunday , in Paris , of cancer .|essayist|sg|NN|[u'writer.n.01']||NP|[',']|['JJ', 'NN', 'CC']|False|[',']|['Sunday', ',']|['Yugoslav-born', 'novelist', 'and']|['<number>', ',']|NN|False|False|False|0|False||||False|0.357142857143|A|ZERO
9744|ZERO|"data/parsed/22/wsj_2281.mrg|4|13"|The name change and [ good will write-off ] could help solidify Blue Arrow 's dominance of the U.S. temporary-help market and give it a more American image as U.S. investors turn jittery about foreign stocks after Friday 's market plunge .|write-off|sg|NN|[u'depreciation.n.02']||NP|[]|['JJ', 'NN']|False|[]|['could', 'help']|['good', 'will']|['change', 'and']|NN|False|False|False|0|False|||could|False|0.105263157895|A|ZERO
9957|ZERO|"data/parsed/22/wsj_2282.mrg|10|75"|The Butler , Wis. , manufacturer went public at $ 15.75 a share in August 1987 , and Mr. Sim 's goal then was a $ 29 [ per-share price ] by 1992 .|price|sg|NN|[u'value.n.02']||NP|[]|['JJ']|False|[]|['by', '<number>']|['per-share']|['$', '<number>']|NN|False|False|False|0|False|||was|False|0.870967741935|A|ZERO
